src,dst,type
Agent:Blue,Event:B:76,PERFORMS
Event:B:76,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:76,Enterprise:Enterprise0,TARGETS
Event:R:74,Event:B:76,TRIGGERS
Agent:Red,Event:R:77,PERFORMS
Event:R:77,ATTACK:T1210,USES_TECHNIQUE
Event:R:77,Host:10.0.43.97,TARGETS
Agent:Blue,Event:B:77,PERFORMS
Event:B:77,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:78,PERFORMS
Event:R:78,ATTACK:T1068,USES_TECHNIQUE
Event:R:78,User:User1,TARGETS
Agent:Blue,Event:B:78,PERFORMS
Event:B:78,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:78,User:User1,TARGETS
Agent:Red,Event:R:79,PERFORMS
Event:R:79,ATTACK:T1210,USES_TECHNIQUE
Event:R:79,Host:10.0.235.7,TARGETS
Agent:Blue,Event:B:79,PERFORMS
Event:B:79,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:80,PERFORMS
Event:R:80,ATTACK:T1068,USES_TECHNIQUE
Event:R:80,User:User2,TARGETS
Agent:Blue,Event:B:80,PERFORMS
Event:B:80,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:81,PERFORMS
Event:R:81,ATTACK:T1068,USES_TECHNIQUE
Event:R:81,Enterprise:Enterprise1,TARGETS
Agent:Blue,Event:B:81,PERFORMS
Event:B:81,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:82,PERFORMS
Event:R:82,ATTACK:T1068,USES_TECHNIQUE
Event:R:82,User:User0,TARGETS
Agent:Blue,Event:B:82,PERFORMS
Event:B:82,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:83,PERFORMS
Event:R:83,ATTACK:T1210,USES_TECHNIQUE
Event:R:83,Host:10.0.43.108,TARGETS
Agent:Blue,Event:B:83,PERFORMS
Event:B:83,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:84,PERFORMS
Event:R:84,ATTACK:T1068,USES_TECHNIQUE
Event:R:84,Enterprise:Enterprise1,TARGETS
Agent:Blue,Event:B:84,PERFORMS
Event:B:84,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:85,PERFORMS
Event:R:85,ATTACK:T1068,USES_TECHNIQUE
Event:R:85,User:User3,TARGETS
Agent:Blue,Event:B:85,PERFORMS
Event:B:85,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:86,PERFORMS
Event:R:86,ATTACK:T1068,USES_TECHNIQUE
Event:R:86,User:User2,TARGETS
Agent:Blue,Event:B:86,PERFORMS
Event:B:86,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:87,PERFORMS
Event:R:87,ATTACK:T1068,USES_TECHNIQUE
Event:R:87,User:User0,TARGETS
Agent:Blue,Event:B:87,PERFORMS
Event:B:87,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:88,PERFORMS
Event:R:88,ATTACK:T1210,USES_TECHNIQUE
Event:R:88,Host:10.0.43.97,TARGETS
Agent:Blue,Event:B:88,PERFORMS
Event:B:88,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:89,PERFORMS
Event:R:89,ATTACK:T1068,USES_TECHNIQUE
Event:R:89,User:User1,TARGETS
Agent:Blue,Event:B:89,PERFORMS
Event:B:89,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:89,User:User1,TARGETS
Event:R:78,Event:B:89,TRIGGERS
Agent:Red,Event:R:90,PERFORMS
Event:R:90,ATTACK:T1210,USES_TECHNIQUE
Event:R:90,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:90,PERFORMS
Event:B:90,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:91,PERFORMS
Event:R:91,ATTACK:T1068,USES_TECHNIQUE
Event:R:91,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:91,PERFORMS
Event:B:91,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:91,Enterprise:Enterprise0,TARGETS
Agent:Red,Event:R:92,PERFORMS
Event:R:92,ATTACK:T1210,USES_TECHNIQUE
Event:R:92,Host:10.0.43.108,TARGETS
Agent:Blue,Event:B:92,PERFORMS
Event:B:92,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:93,PERFORMS
Event:R:93,ATTACK:T1068,USES_TECHNIQUE
Event:R:93,Enterprise:Enterprise1,TARGETS
Agent:Blue,Event:B:93,PERFORMS
Event:B:93,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:94,PERFORMS
Event:R:94,ATTACK:T1068,USES_TECHNIQUE
Event:R:94,User:User0,TARGETS
Agent:Blue,Event:B:94,PERFORMS
Event:B:94,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:95,PERFORMS
Event:R:95,ATTACK:T1068,USES_TECHNIQUE
Event:R:95,User:User3,TARGETS
Agent:Blue,Event:B:95,PERFORMS
Event:B:95,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:96,PERFORMS
Event:R:96,ATTACK:T1068,USES_TECHNIQUE
Event:R:96,User:User2,TARGETS
Agent:Blue,Event:B:96,PERFORMS
Event:B:96,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:97,PERFORMS
Event:R:97,ATTACK:T1210,USES_TECHNIQUE
Event:R:97,Host:10.0.43.97,TARGETS
Agent:Blue,Event:B:97,PERFORMS
Event:B:97,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:98,PERFORMS
Event:R:98,ATTACK:T1068,USES_TECHNIQUE
Event:R:98,User:User1,TARGETS
Agent:Blue,Event:B:98,PERFORMS
Event:B:98,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:98,User:User1,TARGETS
Event:R:89,Event:B:98,TRIGGERS
Agent:Red,Event:R:99,PERFORMS
Event:R:99,ATTACK:T1210,USES_TECHNIQUE
Event:R:99,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:99,PERFORMS
Event:B:99,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:100,PERFORMS
Event:R:100,ATTACK:T1068,USES_TECHNIQUE
Event:R:100,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:100,PERFORMS
Event:B:100,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:100,Enterprise:Enterprise0,TARGETS
Event:R:91,Event:B:100,TRIGGERS
Agent:Red,Event:R:101,PERFORMS
Event:R:101,ATTACK:T1210,USES_TECHNIQUE
Event:R:101,Host:10.0.235.6,TARGETS
Agent:Blue,Event:B:101,PERFORMS
Event:B:101,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:102,PERFORMS
Event:R:102,ATTACK:T1068,USES_TECHNIQUE
Event:R:102,Enterprise:Enterprise2,TARGETS
Agent:Blue,Event:B:102,PERFORMS
Event:B:102,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:102,Enterprise:Enterprise2,TARGETS
Agent:Red,Event:R:103,PERFORMS
Event:R:103,ATTACK:T1210,USES_TECHNIQUE
Event:R:103,Host:10.0.43.108,TARGETS
Agent:Blue,Event:B:103,PERFORMS
Event:B:103,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:104,PERFORMS
Event:R:104,ATTACK:T1068,USES_TECHNIQUE
Event:R:104,User:User2,TARGETS
Agent:Blue,Event:B:104,PERFORMS
Event:B:104,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:105,PERFORMS
Event:R:105,ATTACK:T1068,USES_TECHNIQUE
Event:R:105,Enterprise:Enterprise1,TARGETS
Agent:Blue,Event:B:105,PERFORMS
Event:B:105,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:106,PERFORMS
Event:R:106,ATTACK:T1068,USES_TECHNIQUE
Event:R:106,User:User3,TARGETS
Agent:Blue,Event:B:106,PERFORMS
Event:B:106,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:107,PERFORMS
Event:R:107,ATTACK:T1068,USES_TECHNIQUE
Event:R:107,User:User0,TARGETS
Agent:Blue,Event:B:107,PERFORMS
Event:B:107,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:108,PERFORMS
Event:R:108,ATTACK:T1210,USES_TECHNIQUE
Event:R:108,Host:10.0.235.6,TARGETS
Agent:Blue,Event:B:108,PERFORMS
Event:B:108,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:109,PERFORMS
Event:R:109,ATTACK:T1068,USES_TECHNIQUE
Event:R:109,Enterprise:Enterprise2,TARGETS
Agent:Blue,Event:B:109,PERFORMS
Event:B:109,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:109,Enterprise:Enterprise2,TARGETS
Event:R:102,Event:B:109,TRIGGERS
Agent:Red,Event:R:110,PERFORMS
Event:R:110,ATTACK:T1210,USES_TECHNIQUE
Event:R:110,Host:10.0.43.100,TARGETS
Agent:Blue,Event:B:110,PERFORMS
Event:B:110,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:111,PERFORMS
Event:R:111,ATTACK:T1068,USES_TECHNIQUE
Event:R:111,User:User4,TARGETS
Agent:Blue,Event:B:111,PERFORMS
Event:B:111,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:111,User:User4,TARGETS
Agent:Red,Event:R:112,PERFORMS
Event:R:112,ATTACK:T1210,USES_TECHNIQUE
Event:R:112,Host:10.0.43.108,TARGETS
Agent:Blue,Event:B:112,PERFORMS
Event:B:112,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:113,PERFORMS
Event:R:113,ATTACK:T1068,USES_TECHNIQUE
Event:R:113,User:User3,TARGETS
Agent:Blue,Event:B:113,PERFORMS
Event:B:113,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:113,User:User3,TARGETS
Event:R:106,Event:B:113,TRIGGERS
Agent:Red,Event:R:114,PERFORMS
Event:R:114,ATTACK:T1210,USES_TECHNIQUE
Event:R:114,Host:10.0.43.100,TARGETS
Agent:Blue,Event:B:114,PERFORMS
Event:B:114,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:115,PERFORMS
Event:R:115,ATTACK:T1068,USES_TECHNIQUE
Event:R:115,User:User4,TARGETS
Agent:Blue,Event:B:115,PERFORMS
Event:B:115,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:115,User:User4,TARGETS
Event:R:111,Event:B:115,TRIGGERS
Agent:Red,Event:R:116,PERFORMS
Event:R:116,ATTACK:T1210,USES_TECHNIQUE
Event:R:116,Host:10.0.235.6,TARGETS
Agent:Blue,Event:B:116,PERFORMS
Event:B:116,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:117,PERFORMS
Event:R:117,ATTACK:T1068,USES_TECHNIQUE
Event:R:117,Enterprise:Enterprise2,TARGETS
Agent:Blue,Event:B:117,PERFORMS
Event:B:117,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:117,Enterprise:Enterprise2,TARGETS
Event:R:109,Event:B:117,TRIGGERS
Agent:Red,Event:R:118,PERFORMS
Event:R:118,ATTACK:T1210,USES_TECHNIQUE
Event:R:118,Host:10.0.235.6,TARGETS
Agent:Blue,Event:B:118,PERFORMS
Event:B:118,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:119,PERFORMS
Event:R:119,ATTACK:T1068,USES_TECHNIQUE
Event:R:119,Enterprise:Enterprise2,TARGETS
Agent:Blue,Event:B:119,PERFORMS
Event:B:119,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:119,Enterprise:Enterprise2,TARGETS
Event:R:117,Event:B:119,TRIGGERS
Agent:Red,Event:R:120,PERFORMS
Event:R:120,ATTACK:T1210,USES_TECHNIQUE
Event:R:120,Host:10.0.43.100,TARGETS
Agent:Blue,Event:B:120,PERFORMS
Event:B:120,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:121,PERFORMS
Event:R:121,ATTACK:T1068,USES_TECHNIQUE
Event:R:121,User:User4,TARGETS
Agent:Blue,Event:B:121,PERFORMS
Event:B:121,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:121,User:User4,TARGETS
Event:R:115,Event:B:121,TRIGGERS
Agent:Red,Event:R:122,PERFORMS
Event:R:122,ATTACK:T1210,USES_TECHNIQUE
Event:R:122,Host:10.0.43.100,TARGETS
Agent:Blue,Event:B:122,PERFORMS
Event:B:122,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:123,PERFORMS
Event:R:123,ATTACK:T1068,USES_TECHNIQUE
Event:R:123,User:User4,TARGETS
Agent:Blue,Event:B:123,PERFORMS
Event:B:123,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:123,User:User4,TARGETS
Event:R:121,Event:B:123,TRIGGERS
Agent:Red,Event:R:124,PERFORMS
Event:R:124,ATTACK:T1210,USES_TECHNIQUE
Event:R:124,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:124,PERFORMS
Event:B:124,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:125,PERFORMS
Event:R:125,ATTACK:T1068,USES_TECHNIQUE
Event:R:125,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:125,PERFORMS
Event:B:125,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:125,Enterprise:Enterprise0,TARGETS
Agent:Red,Event:R:126,PERFORMS
Event:R:126,ATTACK:T1210,USES_TECHNIQUE
Event:R:126,Host:10.0.43.97,TARGETS
Agent:Blue,Event:B:126,PERFORMS
Event:B:126,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:127,PERFORMS
Event:R:127,ATTACK:T1068,USES_TECHNIQUE
Event:R:127,User:User1,TARGETS
Agent:Blue,Event:B:127,PERFORMS
Event:B:127,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:127,User:User1,TARGETS
Agent:Red,Event:R:128,PERFORMS
Event:R:128,ATTACK:T1210,USES_TECHNIQUE
Event:R:128,Host:10.0.43.97,TARGETS
Agent:Blue,Event:B:128,PERFORMS
Event:B:128,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:129,PERFORMS
Event:R:129,ATTACK:T1068,USES_TECHNIQUE
Event:R:129,User:User1,TARGETS
Agent:Blue,Event:B:129,PERFORMS
Event:B:129,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:129,User:User1,TARGETS
Event:R:127,Event:B:129,TRIGGERS
Agent:Red,Event:R:130,PERFORMS
Event:R:130,ATTACK:T1210,USES_TECHNIQUE
Event:R:130,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:130,PERFORMS
Event:B:130,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:131,PERFORMS
Event:R:131,ATTACK:T1068,USES_TECHNIQUE
Event:R:131,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:131,PERFORMS
Event:B:131,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:131,Enterprise:Enterprise0,TARGETS
Event:R:125,Event:B:131,TRIGGERS
Agent:Red,Event:R:132,PERFORMS
Event:R:132,ATTACK:T1210,USES_TECHNIQUE
Event:R:132,Host:10.0.235.6,TARGETS
Agent:Blue,Event:B:132,PERFORMS
Event:B:132,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:133,PERFORMS
Event:R:133,ATTACK:T1068,USES_TECHNIQUE
Event:R:133,Enterprise:Enterprise2,TARGETS
Agent:Blue,Event:B:133,PERFORMS
Event:B:133,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:133,Enterprise:Enterprise2,TARGETS
Agent:Red,Event:R:134,PERFORMS
Event:R:134,ATTACK:T1210,USES_TECHNIQUE
Event:R:134,Host:10.0.43.108,TARGETS
Agent:Blue,Event:B:134,PERFORMS
Event:B:134,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:135,PERFORMS
Event:R:135,ATTACK:T1068,USES_TECHNIQUE
Event:R:135,User:User3,TARGETS
Agent:Blue,Event:B:135,PERFORMS
Event:B:135,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:135,User:User3,TARGETS
Agent:Red,Event:R:136,PERFORMS
Event:R:136,ATTACK:T1210,USES_TECHNIQUE
Event:R:136,Host:10.0.43.97,TARGETS
Agent:Blue,Event:B:136,PERFORMS
Event:B:136,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:137,PERFORMS
Event:R:137,ATTACK:T1068,USES_TECHNIQUE
Event:R:137,User:User1,TARGETS
Agent:Blue,Event:B:137,PERFORMS
Event:B:137,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:137,User:User1,TARGETS
Event:R:129,Event:B:137,TRIGGERS
Agent:Red,Event:R:138,PERFORMS
Event:R:138,ATTACK:T1210,USES_TECHNIQUE
Event:R:138,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:138,PERFORMS
Event:B:138,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:139,PERFORMS
Event:R:139,ATTACK:T1068,USES_TECHNIQUE
Event:R:139,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:139,PERFORMS
Event:B:139,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:139,Enterprise:Enterprise0,TARGETS
Event:R:131,Event:B:139,TRIGGERS
Agent:Red,Event:R:140,PERFORMS
Event:R:140,ATTACK:T1210,USES_TECHNIQUE
Event:R:140,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:140,PERFORMS
Event:B:140,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:141,PERFORMS
Event:R:141,ATTACK:T1068,USES_TECHNIQUE
Event:R:141,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:141,PERFORMS
Event:B:141,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:141,Enterprise:Enterprise0,TARGETS
Event:R:139,Event:B:141,TRIGGERS
Agent:Red,Event:R:142,PERFORMS
Event:R:142,ATTACK:T1210,USES_TECHNIQUE
Event:R:142,Host:10.0.43.108,TARGETS
Agent:Blue,Event:B:142,PERFORMS
Event:B:142,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:143,PERFORMS
Event:R:143,ATTACK:T1068,USES_TECHNIQUE
Event:R:143,User:User3,TARGETS
Agent:Blue,Event:B:143,PERFORMS
Event:B:143,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:143,User:User3,TARGETS
Event:R:135,Event:B:143,TRIGGERS
Agent:Red,Event:R:144,PERFORMS
Event:R:144,ATTACK:T1210,USES_TECHNIQUE
Event:R:144,Host:10.0.43.108,TARGETS
Agent:Blue,Event:B:144,PERFORMS
Event:B:144,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:145,PERFORMS
Event:R:145,ATTACK:T1068,USES_TECHNIQUE
Event:R:145,User:User2,TARGETS
Agent:Blue,Event:B:145,PERFORMS
Event:B:145,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:146,PERFORMS
Event:R:146,ATTACK:T1068,USES_TECHNIQUE
Event:R:146,User:User3,TARGETS
Agent:Blue,Event:B:146,PERFORMS
Event:B:146,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:147,PERFORMS
Event:R:147,ATTACK:T1068,USES_TECHNIQUE
Event:R:147,Enterprise:Enterprise1,TARGETS
Agent:Blue,Event:B:147,PERFORMS
Event:B:147,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:148,PERFORMS
Event:R:148,ATTACK:T1068,USES_TECHNIQUE
Event:R:148,User:User0,TARGETS
Agent:Blue,Event:B:148,PERFORMS
Event:B:148,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:149,PERFORMS
Event:R:149,ATTACK:T1210,USES_TECHNIQUE
Event:R:149,Host:10.0.43.97,TARGETS
Agent:Blue,Event:B:149,PERFORMS
Event:B:149,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:150,PERFORMS
Event:R:150,ATTACK:T1068,USES_TECHNIQUE
Event:R:150,User:User1,TARGETS
Agent:Blue,Event:B:150,PERFORMS
Event:B:150,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:150,User:User1,TARGETS
Agent:Red,Event:R:151,PERFORMS
Event:R:151,ATTACK:T1210,USES_TECHNIQUE
Event:R:151,Host:10.0.43.100,TARGETS
Agent:Blue,Event:B:151,PERFORMS
Event:B:151,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:152,PERFORMS
Event:R:152,ATTACK:T1068,USES_TECHNIQUE
Event:R:152,User:User4,TARGETS
Agent:Blue,Event:B:152,PERFORMS
Event:B:152,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:152,User:User4,TARGETS
Agent:Red,Event:R:153,PERFORMS
Event:R:153,ATTACK:T1210,USES_TECHNIQUE
Event:R:153,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:153,PERFORMS
Event:B:153,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:154,PERFORMS
Event:R:154,ATTACK:T1068,USES_TECHNIQUE
Event:R:154,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:154,PERFORMS
Event:B:154,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:154,Enterprise:Enterprise0,TARGETS
Agent:Red,Event:R:155,PERFORMS
Event:R:155,ATTACK:T1210,USES_TECHNIQUE
Event:R:155,Host:10.0.43.100,TARGETS
Agent:Blue,Event:B:155,PERFORMS
Event:B:155,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:156,PERFORMS
Event:R:156,ATTACK:T1068,USES_TECHNIQUE
Event:R:156,User:User4,TARGETS
Agent:Blue,Event:B:156,PERFORMS
Event:B:156,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:156,User:User4,TARGETS
Event:R:152,Event:B:156,TRIGGERS
Agent:Red,Event:R:157,PERFORMS
Event:R:157,ATTACK:T1210,USES_TECHNIQUE
Event:R:157,Host:10.0.235.6,TARGETS
Agent:Blue,Event:B:157,PERFORMS
Event:B:157,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:158,PERFORMS
Event:R:158,ATTACK:T1068,USES_TECHNIQUE
Event:R:158,Enterprise:Enterprise2,TARGETS
Agent:Blue,Event:B:158,PERFORMS
Event:B:158,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:158,Enterprise:Enterprise2,TARGETS
Agent:Red,Event:R:159,PERFORMS
Event:R:159,ATTACK:T1210,USES_TECHNIQUE
Event:R:159,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:159,PERFORMS
Event:B:159,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:160,PERFORMS
Event:R:160,ATTACK:T1068,USES_TECHNIQUE
Event:R:160,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:160,PERFORMS
Event:B:160,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:160,Enterprise:Enterprise0,TARGETS
Event:R:154,Event:B:160,TRIGGERS
Agent:Red,Event:R:161,PERFORMS
Event:R:161,ATTACK:T1210,USES_TECHNIQUE
Event:R:161,Host:10.0.235.6,TARGETS
Agent:Blue,Event:B:161,PERFORMS
Event:B:161,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:162,PERFORMS
Event:R:162,ATTACK:T1068,USES_TECHNIQUE
Event:R:162,User:User0,TARGETS
Agent:Blue,Event:B:162,PERFORMS
Event:B:162,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:163,PERFORMS
Event:R:163,ATTACK:T1068,USES_TECHNIQUE
Event:R:163,Enterprise:Enterprise2,TARGETS
Agent:Blue,Event:B:163,PERFORMS
Event:B:163,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:164,PERFORMS
Event:R:164,ATTACK:T1068,USES_TECHNIQUE
Event:R:164,Enterprise:Enterprise1,TARGETS
Agent:Blue,Event:B:164,PERFORMS
Event:B:164,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:165,PERFORMS
Event:R:165,ATTACK:T1068,USES_TECHNIQUE
Event:R:165,User:User2,TARGETS
Agent:Blue,Event:B:165,PERFORMS
Event:B:165,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:166,PERFORMS
Event:R:166,ATTACK:T1210,USES_TECHNIQUE
Event:R:166,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:166,PERFORMS
Event:B:166,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:167,PERFORMS
Event:R:167,ATTACK:T1068,USES_TECHNIQUE
Event:R:167,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:167,PERFORMS
Event:B:167,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:167,Enterprise:Enterprise0,TARGETS
Event:R:160,Event:B:167,TRIGGERS
Agent:Red,Event:R:168,PERFORMS
Event:R:168,ATTACK:T1210,USES_TECHNIQUE
Event:R:168,Host:10.0.235.6,TARGETS
Agent:Blue,Event:B:168,PERFORMS
Event:B:168,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:169,PERFORMS
Event:R:169,ATTACK:T1068,USES_TECHNIQUE
Event:R:169,Enterprise:Enterprise2,TARGETS
Agent:Blue,Event:B:169,PERFORMS
Event:B:169,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:169,Enterprise:Enterprise2,TARGETS
Event:R:163,Event:B:169,TRIGGERS
Agent:Red,Event:R:170,PERFORMS
Event:R:170,ATTACK:T1210,USES_TECHNIQUE
Event:R:170,Host:10.0.43.97,TARGETS
Agent:Blue,Event:B:170,PERFORMS
Event:B:170,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:171,PERFORMS
Event:R:171,ATTACK:T1068,USES_TECHNIQUE
Event:R:171,User:User1,TARGETS
Agent:Blue,Event:B:171,PERFORMS
Event:B:171,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:171,User:User1,TARGETS
Agent:Red,Event:R:172,PERFORMS
Event:R:172,ATTACK:T1210,USES_TECHNIQUE
Event:R:172,Host:10.0.235.6,TARGETS
Agent:Blue,Event:B:172,PERFORMS
Event:B:172,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:173,PERFORMS
Event:R:173,ATTACK:T1068,USES_TECHNIQUE
Event:R:173,Enterprise:Enterprise2,TARGETS
Agent:Blue,Event:B:173,PERFORMS
Event:B:173,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:173,Enterprise:Enterprise2,TARGETS
Event:R:169,Event:B:173,TRIGGERS
Agent:Red,Event:R:174,PERFORMS
Event:R:174,ATTACK:T1210,USES_TECHNIQUE
Event:R:174,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:174,PERFORMS
Event:B:174,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:175,PERFORMS
